id,sex,weight,height,bmi
A90949,Male,103.87,1.68,36.96
A90976,Male,63.5,1.7,21.93
A90986,Male,72.57,1.75,23.63
A91016,Male,87.54,1.8,26.92
A91040,Male,108.86,1.78,34.44
A91041,Male,63.5,1.68,22.6
A91082,Male,91.17,1.8,28.03
A91177,Male,108.86,1.93,29.21
A91213,Male,83.91,1.75,27.32
A91250,Male,88.45,1.7,30.54
A91256,Male,81.65,1.83,24.41
A91307,Male,86.18,1.85,25.07
A91362,Male,96.16,1.75,31.31
A91375,Male,86.18,1.73,28.89
A91381,Male,106.59,1.75,34.7
A91399,Male,115.67,1.85,33.64
A91433,Male,57.61,1.65,21.13
A91437,Male,99.34,1.85,28.89
A91478,Male,102.06,1.78,32.28
A91487,Male,98.88,1.83,29.57
A91495,Male,79.38,1.78,25.11
A91509,Male,74.84,1.7,25.84
A91518,Male,79.83,1.6,31.18
A91584,Male,68.04,1.7,23.49
A91609,Male,99.79,1.78,31.57
A91619,Male,77.11,1.68,27.44
A91687,Male,74.39,1.75,24.22
A91717,Male,68.04,1.75,22.15
A91769,Male,83.91,1.68,29.86
A91775,Male,67.13,1.73,22.5
A91779,Male,92.99,1.8,28.59
A91784,Male,113.4,1.75,36.92
A91791,Male,83.91,1.68,29.86
A91793,Male,76.2,1.73,25.54
A91814,Male,85.73,1.68,30.51
A91815,Male,90.72,1.88,25.68
A91837,Male,88.45,1.68,31.47
A91846,Male,68.04,1.75,22.15
A91848,Male,78.93,1.83,23.6
A91885,Male,73.48,1.75,23.92
A91970,Male,85.28,1.85,24.8
A91992,Male,90.72,1.75,29.53
A91993,Male,78.02,1.63,29.52
A92021,Male,70.31,1.75,22.89
A92033,Male,84.82,1.73,28.43
A92080,Male,113.4,1.78,35.87
A92120,Male,115.21,1.85,33.51
A92127,Male,65.77,1.75,21.41
A92146,Male,99.79,1.83,29.84
A92178,Male,102.51,1.7,35.4
A92207,Male,54.43,1.68,19.37
A92240,Male,90.26,1.73,30.26
A92275,Male,117.03,1.78,37.02
A92280,Male,97.52,1.78,30.85
A92299,Male,90.72,1.85,26.39
A92318,Male,56.7,1.65,20.8
A92381,Male,100.24,1.75,32.64
A92410,Male,98.43,1.78,31.14
A92424,Male,65.77,1.68,23.4
A92426,Male,99.79,1.8,30.68
A92428,Male,92.53,1.68,32.93
A92472,Male,94.8,1.8,29.15
A92474,Male,122.47,1.83,36.62
A92482,Male,98.43,1.68,35.02
A92551,Male,82.1,1.7,28.35
A92579,Male,77.11,1.83,23.06
A92623,Male,56.25,1.7,19.42
A92661,Male,54.43,1.57,21.95
A92662,Male,92.99,1.78,29.41
A92750,Male,81.65,1.73,27.37
A92800,Male,77.11,1.8,23.71
A92816,Male,70.76,1.8,21.76
A92828,Male,86.18,1.8,26.5
A92877,Male,88.45,1.85,25.73
A92888,Male,86.18,1.73,28.89
A92903,Male,70.31,1.83,21.02
A92929,Male,108.86,1.96,28.46
A92942,Male,90.72,1.83,27.12
A92945,Male,77.56,1.75,25.25
A92974,Male,89.36,1.78,28.27
A93015,Male,72.57,1.75,23.63
A93033,Male,96.16,1.85,27.97
A93039,Male,64.86,1.7,22.4
A93053,Male,63.5,1.63,24.03
A93067,Male,97.52,1.85,28.37
A93071,Male,89.36,1.85,25.99
A93080,Male,95.25,1.63,36.05
A93094,Male,94.8,1.78,29.99
A93108,Male,89.36,1.75,29.09
A93136,Male,84.82,1.8,26.08
A93184,Male,68.04,1.68,24.21
A93199,Male,74.39,1.68,26.47
A93211,Male,72.57,1.75,23.63
A93232,Male,92.99,1.68,33.09
A93248,Male,70.31,1.65,25.79
A93251,Male,90.72,1.75,29.53
A93266,Male,77.11,1.7,26.63
A93267,Male,96.16,1.8,29.57
A93270,Male,97.07,1.83,29.02
A93275,Male,70.31,1.75,22.89
A93280,Male,122.47,1.93,32.87
A93333,Male,74.84,1.7,25.84
A93339,Male,74.39,1.75,24.22
A93421,Male,91.63,1.75,29.83
A93441,Male,86.18,1.75,28.06
A93480,Male,70.31,1.65,25.79
A93489,Male,92.99,1.78,29.41
A93501,Male,88.45,1.8,27.2
A93524,Male,92.99,1.75,30.27
A93553,Male,91.63,1.7,31.64
A93570,Male,76.2,1.83,22.78
A93573,Male,113.4,1.78,35.87
A93601,Male,85.73,1.73,28.74
A93650,Male,78.47,1.75,25.55
A93664,Male,81.65,1.73,27.37
A93676,Male,81.65,1.73,27.37
A93696,Male,88.45,1.8,27.2
A93699,Male,97.52,1.83,29.16
A93734,Male,68.04,1.73,22.81
A93747,Male,97.52,1.83,29.16
A93754,Male,90.72,1.75,29.53
A93755,Male,102.06,1.8,31.38
A95046,Male,72.57,1.7,25.06
A96043,Male,97.52,1.78,30.85
A96044,Male,95.25,1.75,31.01
A96072,Male,74.84,1.75,24.37
A96092,Male,95.25,1.8,29.29
A96128,Male,104.78,1.85,30.48
A96174,Male,94.35,1.83,28.21
A96180,Male,95.25,1.88,26.96
A96214,Male,95.25,1.83,28.48
A96270,Male,127.91,1.8,39.33
A97512,Male,98.88,1.83,29.57
A97519,Male,127.01,1.96,33.2
A97532,Male,102.06,1.88,28.89
A97536,Male,83.91,1.8,25.8
A97665,Male,74.84,1.88,21.18
A97723,Male,99.79,2.01,24.78
A97772,Male,77.11,1.8,23.71
A97785,Male,72.57,1.78,22.96
A97801,Male,79.38,1.73,26.61
A97808,Male,131.54,1.73,44.09
A97828,Male,73.94,1.75,24.07
A97884,Male,94.35,1.83,28.21
A97885,Male,107.05,1.83,32.01
A97917,Male,56.7,1.7,19.58
A98155,Male,122.47,1.65,44.93
A98206,Male,86.18,1.68,30.67
A98222,Male,72.57,1.8,22.32
A98232,Male,86.18,1.85,25.07
A98333,Male,88.45,1.73,29.65
A98347,Male,77.11,1.8,23.71
B00002,Male,74.84,1.75,24.37
B00018,Male,65.77,1.7,22.71
B00040,Male,64.86,1.88,18.36
B00045,Male,72.57,1.85,21.11
B00050,Male,81.65,1.75,26.58
B00077,Male,104.33,1.78,33.0
B00094,Male,135.62,1.85,39.45
B00118,Male,72.12,1.7,24.9
B00124,Male,99.79,1.73,33.45
B00131,Male,102.97,1.93,27.63
B00149,Male,72.57,1.73,24.33
B00160,Male,90.72,1.68,32.28
B00161,Male,74.84,1.68,26.63
B00203,Male,117.93,1.88,33.38
B00206,Male,111.58,1.85,32.46
B00208,Male,87.09,1.73,29.19
B00217,Male,106.59,1.83,31.87
B00230,Male,108.86,1.65,39.94
B00255,Male,97.52,1.8,29.99
B00270,Male,108.86,1.88,30.81
B00284,Male,62.6,1.8,19.25
B00291,Male,122.47,1.85,35.62
B00296,Male,81.65,1.88,23.11
B00298,Male,92.08,1.68,32.76
B00315,Male,97.52,1.88,27.6
B00327,Male,102.06,1.75,33.23
B00347,Male,70.31,1.63,26.61
B00358,Male,58.97,1.57,23.78
B00368,Male,90.72,1.78,28.7
B00375,Male,90.72,1.85,26.39
B00387,Male,110.22,1.78,34.87
B00398,Male,63.5,1.65,23.3
B00447,Male,104.33,1.8,32.08
B00466,Male,82.55,1.78,26.11
B00481,Male,122.47,1.85,35.62
B00489,Male,81.65,1.68,29.05
B00492,Male,102.06,1.8,31.38
B00496,Male,95.25,1.85,27.71
B00499,Male,91.63,1.63,34.67
B00510,Male,99.79,1.83,29.84
B00528,Male,83.91,1.73,28.13
B00538,Male,91.63,1.75,29.83
B00562,Male,72.57,1.68,25.82
B00573,Male,117.93,1.85,34.3
B00578,Male,64.86,1.63,24.55
B00591,Male,91.17,1.7,31.48
B00592,Male,72.57,1.68,25.82
B00611,Male,86.18,1.73,28.89
B00613,Male,86.18,1.85,25.07
B00618,Male,86.18,1.7,29.76
B00627,Male,91.63,1.7,31.64
B00632,Male,86.18,1.7,29.76
B00643,Male,95.25,1.85,27.71
B00651,Male,88.45,1.7,30.54
B00659,Male,99.79,1.8,30.68
B00663,Male,79.83,1.68,28.41
B00691,Male,83.91,1.75,27.32
B00708,Male,94.8,1.8,29.15
B00719,Male,136.08,1.83,40.69
B00727,Male,79.83,1.68,28.41
B00732,Male,69.85,1.68,24.86
B00734,Male,97.07,1.8,29.85
B00750,Male,116.57,1.83,34.86
B00778,Male,97.07,1.85,28.23
B00780,Male,72.57,1.75,23.63
B00796,Male,79.38,1.75,25.84
B00804,Male,86.18,1.7,29.76
B00830,Male,81.65,1.73,27.37
B00832,Male,86.18,1.68,30.67
B00838,Male,86.18,1.8,26.5
B00845,Male,77.11,1.8,23.71
B00846,Male,77.11,1.75,25.1
B00847,Male,72.57,1.8,22.32
B00856,Male,77.11,1.52,33.2
B00860,Male,72.57,1.75,23.63
B00862,Male,77.56,1.68,27.6
B00892,Male,102.06,1.8,31.38
B00914,Male,88.45,1.88,25.04
B00927,Male,88.45,1.9,24.37
B00944,Male,112.94,1.7,39.0
B00951,Male,65.32,1.73,21.89
B00956,Male,79.38,1.8,24.41
B00964,Male,79.38,1.68,28.25
B00984,Male,112.94,1.68,40.19
B01000,Male,102.06,1.83,30.52
B01016,Male,117.93,1.75,38.39
B01021,Male,131.54,1.88,37.23
B01031,Male,71.21,1.73,23.87
B01035,Male,74.84,1.75,24.37
B01042,Male,72.57,1.83,21.7
B01049,Male,99.79,1.83,29.84
B01092,Male,108.86,1.8,33.47
B01098,Male,70.76,1.7,24.43
B01101,Male,79.38,1.88,22.47
B01103,Male,90.72,1.78,28.7
B01127,Male,99.79,1.8,30.68
B01131,Male,88.9,1.75,28.94
B01140,Male,68.04,1.8,20.92
B01148,Male,74.84,1.73,25.09
B01151,Male,104.33,1.83,31.19
B01157,Male,83.91,1.9,23.12
B01158,Male,77.11,1.73,25.85
B01160,Male,99.79,1.73,33.45
B01196,Male,97.52,1.83,29.16
B01215,Male,108.86,1.83,32.55
B01240,Male,113.4,1.85,32.98
B01243,Male,80.74,1.65,29.62
B01266,Male,95.25,1.7,32.89
B01272,Male,86.18,1.73,28.89
B01276,Male,131.54,1.8,40.45
B01291,Male,181.89,1.85,52.9
B01299,Male,97.52,1.75,31.75
B01303,Male,80.74,1.7,27.88
B01331,Male,103.87,1.85,30.21
B01334,Male,58.97,1.7,20.36
B01349,Male,74.39,1.8,22.87
B01351,Male,77.11,1.78,24.39
B01357,Male,83.46,1.73,27.98
B01358,Male,95.25,1.85,27.71
B01370,Male,105.69,1.83,31.6
B01391,Male,113.4,1.9,31.25
B01414,Male,68.04,1.68,24.21
B01433,Male,70.31,1.7,24.28
B01455,Male,83.91,1.8,25.8
B01475,Male,92.99,1.65,34.11
B01480,Male,86.18,1.8,26.5
B01482,Male,115.67,1.83,34.58
B01486,Male,92.99,1.83,27.8
B01507,Male,90.26,1.78,28.55
B01508,Male,86.64,1.7,29.91
B01518,Male,73.03,1.7,25.22
B01546,Male,90.72,1.8,27.89
B01589,Male,113.4,1.85,32.98
B01593,Male,89.36,1.75,29.09
B01608,Male,68.04,1.8,20.92
B01625,Male,103.42,1.75,33.67
B01640,Male,132.45,1.8,40.73
B01651,Male,94.8,1.68,33.73
B01655,Male,86.18,1.73,28.89
B01658,Male,115.67,1.83,34.58
B01665,Male,72.57,1.75,23.63
B01671,Male,92.99,1.78,29.41
B01678,Male,75.75,1.85,22.03
B01684,Male,109.32,1.85,31.8
B01686,Male,88.45,1.78,27.98
B01698,Male,72.57,1.83,21.7
B01699,Male,99.79,1.8,30.68
B01708,Male,70.31,1.6,27.46
B01715,Male,90.72,1.7,31.32
B01731,Male,68.04,1.78,21.52
B01733,Male,122.47,1.85,35.62
B01740,Male,113.4,1.83,33.91
B01785,Male,72.57,1.78,22.96
B01808,Male,99.79,1.8,30.68
B01826,Male,78.02,1.73,26.15
B01828,Male,92.99,1.78,29.41
B01851,Male,80.29,1.78,25.4
B01855,Male,79.38,1.85,23.09
B01868,Male,140.61,1.93,37.73
B01886,Male,142.88,1.83,42.72
B01898,Male,90.72,1.73,30.41
B01934,Male,95.25,1.7,32.89
B01935,Male,61.23,1.63,23.17
B01941,Male,126.1,1.8,38.77
B01946,Male,99.79,1.73,33.45
B01954,Male,99.79,1.73,33.45
B01960,Male,54.43,1.6,21.26
B01964,Male,60.78,1.55,25.32
B01969,Male,83.91,1.65,30.79
B01971,Male,104.33,1.78,33.0
B01979,Male,65.77,1.68,23.4
B01985,Male,81.65,1.7,28.19
B01987,Male,70.31,1.68,25.02
B01994,Male,108.86,1.75,35.44
B01998,Male,81.65,1.7,28.19
B02002,Male,122.02,1.85,35.49
B02004,Male,76.2,1.65,27.96
B02030,Male,97.52,1.78,30.85
B02043,Male,98.43,1.8,30.27
B02057,Male,88.45,1.7,30.54
B02059,Male,72.57,1.78,22.96
B02066,Male,68.04,1.73,22.81
B02074,Male,95.25,1.88,26.96
B02089,Male,119.29,1.83,35.67
B02093,Male,99.79,1.83,29.84
B02126,Male,100.7,1.8,30.96
B02132,Male,99.79,1.7,34.46
B02138,Male,78.02,1.78,24.68
B02149,Male,119.29,1.9,32.87
B02150,Male,85.28,1.7,29.44
B02152,Male,81.65,1.75,26.58
B02159,Male,90.26,1.8,27.75
B02162,Male,92.99,1.8,28.59
B02272,Male,109.32,1.85,31.8
B02275,Male,60.78,1.68,21.63
B02281,Male,85.73,1.68,30.51
B02300,Male,81.65,1.73,27.37
B02330,Male,115.67,1.9,31.87
B02339,Male,83.91,1.8,25.8
B02344,Male,104.33,1.78,33.0
B02350,Male,84.82,1.8,26.08
B02367,Male,79.38,1.7,27.41
B02371,Male,107.95,1.9,29.75
B02374,Male,86.18,1.65,31.62
B02375,Male,83.91,1.75,27.32
B02381,Male,68.04,1.93,18.26
B02385,Male,77.11,1.75,25.1
B02417,Male,79.38,1.68,28.25
B02455,Male,90.72,1.85,26.39
B02457,Male,81.65,1.75,26.58
B02462,Male,92.99,1.7,32.11
B02470,Male,90.72,1.8,27.89
B02479,Male,77.56,1.7,26.78
B02504,Male,74.84,1.78,23.67
B02513,Male,74.84,1.7,25.84
B02520,Male,76.2,1.9,21.0
B02550,Male,95.25,1.75,31.01
B02563,Male,86.18,1.73,28.89
B02570,Male,74.39,1.68,26.47
B02574,Male,87.09,1.8,26.78
B02592,Male,98.43,1.7,33.99
B02594,Male,73.94,1.65,27.12
B02604,Male,81.65,1.9,22.5
B02615,Male,89.81,1.73,30.11
B02616,Male,95.25,1.78,30.13
B02617,Male,107.05,1.78,33.86
B02619,Male,167.83,1.73,56.26
B02622,Male,109.77,1.8,33.75
B02661,Male,101.6,1.78,32.14
B02664,Male,72.57,1.73,24.33
B02669,Male,135.17,1.83,40.42
B02672,Male,68.04,1.75,22.15
B02683,Male,103.87,1.93,27.87
B02704,Male,95.25,1.78,30.13
B02715,Male,89.36,1.65,32.78
B02721,Male,100.24,1.85,29.16
B02730,Male,83.46,1.73,27.98
B02758,Male,68.04,1.63,25.75
B02768,Male,80.74,1.6,31.53
B02783,Male,61.69,1.73,20.68
B02801,Male,120.2,1.63,45.49
B02818,Male,117.93,1.78,37.31
B02831,Male,70.76,1.68,25.18
B02851,Male,108.86,1.7,37.59
B02853,Male,79.83,1.78,25.25
B02861,Male,89.36,1.75,29.09
B02898,Male,99.79,1.8,30.68
B02922,Male,74.84,1.68,26.63
B02941,Male,95.25,1.73,31.93
B02982,Male,90.72,1.8,27.89
B02991,Male,78.02,1.78,24.68
B02995,Male,123.83,1.88,35.05
B02997,Male,89.81,1.75,29.24
B03004,Male,83.91,1.83,25.09
B03005,Male,83.91,1.75,27.32
B03017,Male,66.68,1.78,21.09
B03019,Male,79.38,1.96,20.75
B03023,Male,65.77,1.65,24.13
B03030,Male,97.52,1.8,29.99
B03033,Male,77.11,1.75,25.1
B03040,Male,87.09,1.63,32.96
B03054,Male,73.48,1.68,26.15
B03062,Male,91.63,1.8,28.17
B03066,Male,80.74,1.8,24.83
B03069,Male,95.25,1.96,24.9
B03084,Male,68.04,1.65,24.96
B03101,Male,74.84,1.73,25.09
B03118,Male,102.06,1.78,32.28
B03120,Male,101.15,1.9,27.87
B03141,Male,88.45,1.78,27.98
B03158,Male,74.84,1.57,30.18
B03164,Male,94.35,1.6,36.85
B03174,Male,74.84,1.78,23.67
B03186,Male,119.29,1.75,38.84
B03191,Male,77.11,1.75,25.1
B03208,Male,99.79,1.75,32.49
B03234,Male,87.09,1.8,26.78
B03244,Male,133.81,1.88,37.88
B03254,Male,91.63,1.8,28.17
B03278,Male,104.33,1.75,33.96
B03292,Male,99.79,1.73,33.45
B03296,Male,108.86,1.83,32.55
B03299,Male,83.91,1.75,27.32
B03301,Male,95.25,1.9,26.25
B03303,Male,70.31,1.73,23.57
B03314,Male,86.64,1.78,27.41
B03327,Male,72.57,1.88,20.54
B03335,Male,77.11,1.7,26.63
B03336,Male,92.99,1.85,27.05
B03340,Male,90.72,1.8,27.89
B03363,Male,102.06,1.75,33.23
B03368,Male,117.93,1.75,38.39
B03378,Male,81.65,1.73,27.37
B03381,Male,93.89,1.75,30.57
B03386,Male,113.4,1.88,32.1
B03390,Male,72.57,1.83,21.7
B03392,Male,92.08,1.83,27.53
B03401,Male,85.28,1.88,24.14
B03414,Male,88.45,1.85,25.73
B03436,Male,90.72,1.8,27.89
B03438,Male,64.41,1.7,22.24
B03439,Male,90.72,1.8,27.89
B03459,Male,117.93,1.75,38.39
B03462,Male,106.59,1.75,34.7
B03490,Male,122.47,1.83,36.62
B03495,Male,117.93,1.85,34.3
B03501,Male,113.4,1.88,32.1
B03524,Male,82.55,1.75,26.88
B03536,Male,71.67,1.65,26.29
B03541,Male,64.86,1.63,24.55
B03547,Male,102.06,1.85,29.68
B03557,Male,96.62,1.83,28.89
B03567,Male,86.18,1.83,25.77
B03577,Male,68.04,1.75,22.15
B03593,Male,71.67,1.73,24.02
B03596,Male,87.54,1.83,26.18
B03620,Male,81.65,1.68,29.05
B03627,Male,108.86,1.8,33.47
B03643,Male,117.93,1.8,36.26
B03660,Male,74.84,1.75,24.37
B03674,Male,76.66,1.73,25.7
B03678,Male,106.59,1.7,36.81
B03705,Male,127.01,1.78,40.18
B03708,Male,102.06,1.83,30.52
B03709,Male,99.79,1.78,31.57
B03717,Male,96.62,1.75,31.45
B03738,Male,80.74,1.7,27.88
B03746,Male,65.77,1.68,23.4
B03774,Male,88.0,1.8,27.06
B03777,Male,99.79,1.7,34.46
B03785,Male,64.41,1.63,24.37
B03795,Male,86.18,1.65,31.62
B03803,Male,95.25,1.8,29.29
B03813,Male,92.99,1.68,33.09
B03852,Male,82.55,1.75,26.88
B03855,Male,90.72,1.83,27.12
B03861,Male,83.91,1.78,26.54
B03870,Male,98.88,1.7,34.14
B03871,Male,110.22,1.9,30.37
B03898,Male,74.84,1.8,23.01
B03901,Male,89.81,1.75,29.24
B03903,Male,108.86,1.83,32.55
B03945,Male,88.45,1.78,27.98
B03955,Male,98.88,1.75,32.19
B03958,Male,84.82,1.68,30.18
B03979,Male,95.25,1.68,33.89
B03983,Male,97.52,1.75,31.75
B04025,Male,90.26,1.73,30.26
B04031,Male,83.91,1.8,25.8
B04073,Male,77.11,1.65,28.29
B04085,Male,68.04,1.65,24.96
B04091,Male,116.57,1.75,37.95
B04092,Male,96.62,1.75,31.45
B04093,Male,67.59,1.78,21.38
B04099,Male,116.12,1.75,37.8
B04101,Male,101.6,1.68,36.15
B04111,Male,88.45,1.8,27.2
B04115,Male,81.65,1.83,24.41
B04117,Male,92.99,1.75,30.27
B04130,Male,83.46,1.8,25.66
B04133,Male,83.01,1.85,24.14
B04150,Male,86.18,1.83,25.77
B04161,Male,63.5,1.63,24.03
B04165,Male,80.29,1.7,27.72
B04170,Male,88.45,1.85,25.73
B04174,Male,84.37,1.75,27.47
B04213,Male,86.18,1.7,29.76
B04217,Male,117.93,1.75,38.39
B04223,Male,77.11,1.75,25.1
B04227,Male,95.25,1.83,28.48
B04228,Male,81.65,1.78,25.83
B04239,Male,93.89,1.9,25.87
B04245,Male,83.46,1.75,27.17
B04246,Male,92.08,1.73,30.87
B04248,Male,66.22,1.8,20.36
B04264,Male,101.6,1.78,32.14
B04285,Male,112.94,1.8,34.73
B04287,Male,88.9,1.8,27.34
B04303,Male,106.59,1.83,31.87
B04318,Male,63.96,1.73,21.44
B04322,Male,113.4,1.96,29.65
B04332,Male,113.4,1.96,29.65
B04339,Male,81.65,1.8,25.1
B04373,Male,88.0,1.73,29.5
B04428,Male,107.5,1.73,36.04
B04439,Male,90.72,1.78,28.7
B04488,Male,72.57,1.73,24.33
B04489,Male,108.86,1.78,34.44
B04495,Male,72.57,1.83,21.7
B04496,Male,89.81,1.7,31.01
B04505,Male,78.47,1.73,26.3
B04510,Male,74.84,1.65,27.46
B04511,Male,61.23,1.68,21.79
B04516,Male,83.91,1.7,28.97
B04522,Male,62.6,1.52,26.95
B04535,Male,97.52,1.7,33.67
B04540,Male,91.63,1.83,27.4
B04557,Male,92.53,1.73,31.02
B04573,Male,68.04,1.65,24.96
B04615,Male,99.79,1.85,29.03
B04619,Male,100.7,1.78,31.85
B04630,Male,,,
B04661,Male,86.18,1.83,25.77
B04674,Male,121.11,1.88,34.28
B04680,Male,117.48,1.7,40.56
B04692,Male,80.74,1.83,24.14
B04694,Male,124.74,1.8,38.35
B04701,Male,90.72,1.73,30.41
B04709,Male,97.98,1.7,33.83
B04717,Male,84.82,1.8,26.08
B04734,Male,66.68,1.68,23.73
B04763,Male,65.32,1.68,23.24
B04782,Male,79.38,1.83,23.73
B04786,Male,87.09,1.75,28.35
B04792,Male,70.31,1.75,22.89
B04800,Male,75.3,1.78,23.82
B04807,Male,102.06,1.83,30.52
B04824,Male,117.93,1.88,33.38
B04832,Male,108.86,1.88,30.81
B04833,Male,104.33,1.8,32.08
B04843,Male,120.2,1.96,31.42
B04875,Male,86.18,1.83,25.77
B04901,Male,73.48,1.78,23.24
B04918,Male,97.52,2.08,22.48
B04922,Male,82.1,1.8,25.24
B04930,Male,92.99,1.78,29.41
B04938,Male,104.33,1.88,29.53
B04962,Male,79.83,1.78,25.25
B04997,Male,86.18,1.78,27.26
B05009,Male,81.65,1.8,25.1
B05021,Male,76.2,1.73,25.54
B05036,Male,79.38,1.8,24.41
B05040,Male,68.04,1.63,25.75
B05048,Male,102.06,1.75,33.23
B05049,Male,86.18,1.75,28.06
B05060,Male,67.13,1.73,22.5
B05063,Male,104.33,1.78,33.0
B05064,Male,77.11,1.73,25.85
B05071,Male,68.04,1.75,22.15
B05085,Male,82.55,1.83,24.68
B05091,Male,111.13,1.88,31.46
B05093,Male,65.77,1.68,23.4
B05119,Male,72.57,1.8,22.32
B05150,Male,98.88,1.93,26.54
B05152,Male,90.72,1.78,28.7
B05159,Male,91.63,1.78,28.98
B05171,Male,80.74,1.73,27.06
B05177,Male,86.18,1.68,30.67
B05193,Male,95.25,1.65,34.95
B05205,Male,107.95,1.73,36.19
B05228,Male,107.95,1.8,33.19
B05245,Male,99.79,1.8,30.68
B05270,Male,73.03,1.75,23.78
B05308,Male,93.44,1.75,30.42
B05310,Male,115.67,1.8,35.56
B05312,Male,86.18,1.7,29.76
B05324,Male,86.18,1.88,24.39
B05326,Male,95.25,1.73,31.93
B05344,Male,108.86,1.78,34.44
B05354,Male,90.72,1.7,31.32
B05372,Male,77.11,1.7,26.63
B05376,Male,90.72,1.88,25.68
B05398,Male,181.44,1.83,54.25
B05403,Male,104.78,1.7,36.18
B05407,Male,95.25,1.85,27.71
B05409,Male,90.72,1.7,31.32
B05434,Male,92.99,1.8,28.59
B05438,Male,97.52,1.7,33.67
B05447,Male,95.25,1.8,29.29
B05454,Male,109.32,1.7,37.75
B05461,Male,90.72,1.78,28.7
B05462,Male,65.77,1.73,22.05
B05466,Male,73.94,1.65,27.12
B05479,Male,92.99,1.78,29.41
B05480,Male,71.21,1.73,23.87
B05484,Male,58.97,1.65,21.63
B05489,Male,97.52,1.78,30.85
B05490,Male,108.86,1.75,35.44
B05518,Male,106.59,1.9,29.37
B05548,Male,113.4,1.88,32.1
B05589,Male,103.42,1.8,31.8
B05622,Male,85.73,1.75,27.91
B05625,Male,93.89,1.75,30.57
B05634,Male,77.11,1.73,25.85
B05640,Male,68.04,1.7,23.49
B05642,Male,125.19,1.93,33.6
B05713,Male,97.52,1.73,32.69
B05714,Male,90.72,1.78,28.7
B05720,Male,90.72,1.8,27.89
B05739,Male,81.65,1.88,23.11
B05741,Male,88.45,1.75,28.8
B05757,Male,94.8,1.78,29.99
B05770,Male,52.16,1.57,21.03
B05771,Male,102.97,1.83,30.79
B05780,Male,95.25,1.85,27.71
B05803,Male,105.69,1.93,28.36
B05804,Male,83.91,1.7,28.97
B05807,Male,86.18,1.85,25.07
B05820,Male,78.02,1.75,25.4
B05839,Male,92.99,1.78,29.41
B05847,Male,122.47,1.83,36.62
B05850,Male,108.86,1.8,33.47
B05853,Male,95.25,1.85,27.71
B05863,Male,113.4,1.68,40.35
B05867,Male,77.11,1.8,23.71
B05898,Male,44.0,1.6,17.18
B05914,Male,88.45,1.7,30.54
B05916,Male,86.18,1.73,28.89
B05921,Male,88.45,1.83,26.45
B05929,Male,104.33,1.85,30.34
B05930,Male,99.79,1.68,35.51
B05967,Male,92.53,1.7,31.95
B05972,Male,85.28,1.7,29.44
B05973,Male,67.13,1.7,23.18
B05975,Male,97.07,1.7,33.52
B05984,Male,113.4,1.83,33.91
B06028,Male,86.64,1.9,23.87
B06030,Male,83.91,1.83,25.09
B06063,Male,108.86,1.93,29.21
B06077,Male,90.72,1.73,30.41
B06081,Male,74.84,1.88,21.18
B06101,Male,81.65,1.78,25.83
B06111,Male,95.25,1.93,25.56
B06137,Male,77.11,1.73,25.85
B06153,Male,77.11,1.73,25.85
B06156,Male,76.2,1.78,24.11
B06168,Male,79.38,1.75,25.84
B06211,Male,83.91,1.83,25.09
B06226,Male,108.41,1.83,32.41
B06233,Male,136.08,1.83,40.69
B06263,Male,99.79,1.68,35.51
B06276,Male,117.93,1.75,38.39
B06280,Male,76.2,1.75,24.81
B06282,Male,74.84,1.8,23.01
B06285,Male,74.84,1.73,25.09
B06304,Male,106.59,1.78,33.72
B06335,Male,103.42,1.83,30.92
B06348,Male,62.6,1.6,24.45
B06365,Male,96.16,1.7,33.2
B06408,Male,65.77,1.7,22.71
B06428,Male,68.95,1.78,21.81
B06432,Male,97.07,1.83,29.02
B06439,Male,129.27,1.9,35.62
B06442,Male,120.2,1.85,34.96
B06457,Male,81.65,1.88,23.11
B06493,Male,132.45,1.8,40.73
B06515,Male,85.28,1.73,28.58
B06516,Male,117.93,1.83,35.26
B06517,Male,120.2,1.85,34.96
B06519,Male,83.01,1.65,30.45
B06520,Male,86.18,1.6,33.66
B06532,Male,98.43,1.75,32.04
B06547,Male,81.65,1.78,25.83
B06567,Male,86.64,1.83,25.9
B06568,Male,102.06,1.85,29.68
B06569,Male,91.17,1.88,25.81
B06598,Male,74.84,1.65,27.46
B06603,Male,62.14,1.68,22.11
B06609,Male,92.99,1.75,30.27
B06645,Male,65.77,1.75,21.41
B06685,Male,101.6,1.73,34.06
B06686,Male,102.06,1.78,32.28
B06688,Male,95.25,1.63,36.05
B06691,Male,102.06,1.8,31.38
B06701,Male,77.11,1.8,23.71
B06712,Male,72.57,1.7,25.06
B06715,Male,77.11,1.73,25.85
B06732,Male,83.46,1.88,23.62
B06748,Male,81.65,1.7,28.19
B06791,Male,122.47,1.8,37.66
B06855,Male,92.99,1.83,27.8
B06856,Male,113.4,1.78,35.87
B06858,Male,86.18,1.7,29.76
B06863,Male,92.99,1.8,28.59
B06872,Male,124.74,1.7,43.07
B06876,Male,102.97,1.88,29.14
B06908,Male,77.11,1.8,23.71
B06920,Male,74.84,1.73,25.09
B06927,Male,81.65,1.68,29.05
B06936,Male,63.5,1.68,22.6
B06938,Male,81.65,1.83,24.41
B06973,Male,88.0,1.73,29.5
B06984,Male,95.25,1.73,31.93
B06989,Male,79.83,1.83,23.87
